Player,Team,Opponent,Game Date,Best Book,Best Odds,Median Market Odds,Books Quoting,Best Implied Probability,Median Market Implied Probability,Probability-Price Difference,Quote Age,Status
Sean Tucker,TB,CLE,2026-09-20,betrivers,325,192.0,7,0.23529411764705882,0.3424657534246575,0.1071716357775987,1.5720328333333333,PRICE_OUTLIER
Mark Andrews,BAL,NO,2026-09-20,betrivers,175,125.0,8,0.36363636363636365,0.4444444444444444,0.08080808080808077,0.8682415833333333,OK
Xavier Hutchinson,HOU,CIN,2026-09-20,betrivers,350,232.50000000000003,8,0.2222222222222222,0.3007518796992481,0.0785296574770259,1.68743255,PRICE_OUTLIER
Rashod Bateman,BAL,NO,2026-09-20,betrivers,270,190.0,8,0.27027027027027023,0.3448275862068966,0.07455731593662634,0.8682415833333333,PRICE_OUTLIER
Quentin Johnston,LAC,LV,2026-09-20,betrivers,175,129.99999999999997,8,0.36363636363636365,0.4347826086956522,0.07114624505928857,2.2622729,OK
Cade Otton,TB,CLE,2026-09-20,betrivers,350,247.5,8,0.2222222222222222,0.28776978417266186,0.06554756195043965,1.5720328333333333,PRICE_OUTLIER
Jonah Coleman,DEN,JAX,2026-09-20,betrivers,550,359.99999999999994,5,0.15384615384615385,0.2173913043478261,0.06354515050167225,1.1109404666666667,PRICE_OUTLIER
J. Michael Sturdivant,GB,NYJ,2026-09-20,betrivers,1900,800.0,3,0.05,0.1111111111111111,0.0611111111111111,1.6733642499999999,PRICE_OUTLIER
Ted Hurst III,TB,CLE,2026-09-20,betrivers,460,320.0,7,0.17857142857142858,0.23809523809523808,0.05952380952380951,1.5720328333333333,PRICE_OUTLIER
Jaylin Noel,HOU,CIN,2026-09-20,betrivers,425,309.99999999999994,8,0.19047619047619047,0.24390243902439027,0.0534262485481998,1.68743255,PRICE_OUTLIER
Keaton Mitchell,LAC,LV,2026-09-20,fanduel,500,365.00000000000006,8,0.16666666666666666,0.2150537634408602,0.04838709677419353,2.2622729,PRICE_OUTLIER
MarShawn Lloyd,GB,NYJ,2026-09-20,fanatics,170,138.99999999999997,8,0.37037037037037035,0.4184100418410042,0.04803967147063387,2.2233642500000004,OK
Bo Nix,DEN,JAX,2026-09-20,betmgm,425,319.99999999999994,8,0.19047619047619047,0.23809523809523814,0.04761904761904767,1.7442738,PRICE_OUTLIER
Chris Rodriguez Jr.,JAX,DEN,2026-09-20,fanatics,370,285.0,8,0.2127659574468085,0.2597402597402597,0.0469743022934512,1.7442738,OK
Kyle Pitts,ATL,CAR,2026-09-20,fanatics,450,340.00000000000006,8,0.18181818181818182,0.22727272727272727,0.04545454545454544,1.9671282166666666,PRICE_OUTLIER
John Bates,WAS,DAL,2026-09-20,betrivers,700,487.5,8,0.125,0.1702127659574468,0.045212765957446804,3.2652496166666665,PRICE_OUTLIER
Jakobi Meyers,JAX,DEN,2026-09-20,betmgm,320,254.99999999999997,8,0.23809523809523808,0.28169014084507044,0.043594902749832354,1.7442738,OK
Jelani Woods,NYJ,GB,2026-09-20,betrivers,2900,1200.0,8,0.03333333333333333,0.07692307692307693,0.043589743589743594,2.2233642500000004,PRICE_OUTLIER
Kaelon Black,SF,MIA,2026-09-20,fanatics,225,185.5,8,0.3076923076923077,0.3502626970227671,0.04257038933045937,2.9501660000000003,OK
Omarion Hampton,LAC,LV,2026-09-20,betmgm,-135,-160.99378881987576,8,0.574468085106383,0.6168491194669204,0.04238103436053742,2.2622729,OK
Bhayshul Tuten,JAX,DEN,2026-09-20,bovada,220,181.99999999999997,8,0.3125,0.3546099290780142,0.0421099290780142,1.7442738,OK
Jake Ferguson,DAL,WAS,2026-09-20,fanatics,310,250.0,8,0.24390243902439027,0.2857142857142857,0.04181184668989543,3.2652496166666665,OK
George Kittle,SF,MIA,2026-09-20,fanatics,210,174.5,8,0.3225806451612903,0.36429872495446264,0.041718079793172325,2.9501660000000003,OK
Brenen Thompson,LAC,LV,2026-09-20,betrivers,1100,700.0,7,0.08333333333333333,0.125,0.04166666666666667,2.2622729,PRICE_OUTLIER
Kyle Monangai,CHI,MIN,2026-09-20,fanatics,210,175.0,8,0.3225806451612903,0.36363636363636365,0.04105571847507333,1.6860952166666665,OK
Tyler Badie,DEN,JAX,2026-09-20,betrivers,1200,750.0,7,0.07692307692307693,0.11764705882352941,0.04072398190045248,1.7442738,PRICE_OUTLIER
Chig Okonkwo,WAS,DAL,2026-09-20,betrivers,450,350.0,5,0.18181818181818182,0.2222222222222222,0.04040404040404039,3.2652496166666665,OK
Luther Burden III,CHI,MIN,2026-09-20,betrivers,195,163.99999999999997,8,0.3389830508474576,0.37878787878787884,0.03980482794042123,1.6860952166666665,OK
Colston Loveland,CHI,MIN,2026-09-20,fanatics,190,159.99999999999997,8,0.3448275862068966,0.3846153846153847,0.03978779840848812,1.6860952166666665,OK
Justin Jefferson,MIN,CHI,2026-09-20,fanatics,190,160.0,8,0.3448275862068966,0.3846153846153846,0.039787798408488007,1.6860952166666665,OK
Marvin Mims Jr.,DEN,JAX,2026-09-20,betrivers,1150,737.5,8,0.08,0.11940298507462686,0.03940298507462686,1.7442738,PRICE_OUTLIER
Derrick Henry,BAL,NO,2026-09-20,betmgm,-225,-272.29357798165137,8,0.6923076923076923,0.7313947757516018,0.03908708344390954,0.8682415833333333,OK
Cooper Kupp,SEA,ARI,2026-09-20,betmgm,475,370.0,8,0.17391304347826086,0.2127659574468085,0.03885291396854765,2.24694255,OK
Stefon Diggs,WAS,DAL,2026-09-20,fanatics,265,220.00000000000003,8,0.273972602739726,0.3125,0.03852739726027399,3.2652496166666665,OK
Travis Hunter,JAX,DEN,2026-09-20,fanatics,1050,700.0,8,0.08695652173913043,0.125,0.03804347826086957,1.7442738,PRICE_OUTLIER
Devaughn Vele,NO,BAL,2026-09-20,fanatics,450,355.0,8,0.18181818181818182,0.21978021978021978,0.03796203796203795,0.8682415833333333,OK
Kenneth Walker III,KC,IND,2026-09-20,betrivers,-186,-219.99999999999997,8,0.6503496503496503,0.6875,0.03715034965034969,3.2686915,OK
LaJohntay Wester,BAL,NO,2026-09-20,betrivers,800,575.0,8,0.1111111111111111,0.14814814814814814,0.037037037037037035,0.8682415833333333,PRICE_OUTLIER
Josh Whyle,GB,NYJ,2026-09-20,betrivers,2400,1200.0,7,0.04,0.07692307692307693,0.036923076923076927,2.2233642500000004,PRICE_OUTLIER
Sam LaPorta,DET,BUF,2026-09-17,fanatics,250,210.0,8,0.2857142857142857,0.3225806451612903,0.036866359447004615,2.248649383333333,OK
Dak Prescott,DAL,WAS,2026-09-20,fanatics,700,520.0,8,0.125,0.16129032258064516,0.03629032258064516,3.2652496166666665,PRICE_OUTLIER
Tyquan Thornton,KC,IND,2026-09-20,fanatics,750,550.0,8,0.11764705882352941,0.15384615384615385,0.036199095022624445,3.2686915,PRICE_OUTLIER
Troy Franklin,DEN,JAX,2026-09-20,betmgm,1100,737.5,8,0.08333333333333333,0.11940298507462686,0.036069651741293535,1.7442738,PRICE_OUTLIER
D'Andre Swift,CHI,MIN,2026-09-20,fanatics,-120,-138.88489208633098,8,0.5454545454545454,0.5813883451287457,0.035933799674200295,1.6860952166666665,OK
Emmett Johnson,KC,IND,2026-09-20,betrivers,480,380.00000000000006,8,0.1724137931034483,0.20833333333333331,0.03591954022988503,3.2686915,OK
LeQuint Allen Jr.,JAX,DEN,2026-09-20,betmgm,1650,975.0,8,0.05714285714285714,0.09302325581395349,0.035880398671096346,1.7442738,PRICE_OUTLIER
Tyler Warren,IND,KC,2026-09-20,fanatics,300,250.0,8,0.25,0.2857142857142857,0.0357142857142857,3.2686915,OK
Darren Waller,CAR,ATL,2026-09-20,fanatics,475,377.50000000000006,8,0.17391304347826086,0.20942408376963348,0.035511040291372614,1.9671282166666666,OK
Mo Alie-Cox,IND,KC,2026-09-20,betmgm,1450,900.0,8,0.06451612903225806,0.1,0.03548387096774194,3.2686915,PRICE_OUTLIER
RJ Harvey,DEN,JAX,2026-09-20,fanatics,280,235.0,7,0.2631578947368421,0.29850746268656714,0.03534956794972505,1.7442738,OK
Adonai Mitchell,NYJ,GB,2026-09-20,fanatics,400,325.0,8,0.2,0.23529411764705882,0.03529411764705881,2.2233642500000004,OK
Pat Bryant,DEN,JAX,2026-09-20,fanatics,420,340.00000000000006,8,0.1923076923076923,0.22727272727272727,0.034965034965034975,1.7442738,OK
T.J. Hockenson,MIN,CHI,2026-09-20,fanatics,420,340.00000000000006,8,0.1923076923076923,0.22727272727272727,0.034965034965034975,1.6860952166666665,OK
Garrett Wilson,NYJ,GB,2026-09-20,fanatics,220,188.0,8,0.3125,0.3472222222222222,0.03472222222222221,2.2233642500000004,OK
Travis Kelce,KC,IND,2026-09-20,fanatics,210,179.99999999999997,8,0.3225806451612903,0.35714285714285715,0.03456221198156684,3.2686915,OK
Nate Boerkircher,JAX,DEN,2026-09-20,betmgm,1050,725.0,8,0.08695652173913043,0.12121212121212122,0.03425559947299078,1.7442738,PRICE_OUTLIER
Elic Ayomanor,TEN,PHI,2026-09-20,betrivers,1300,850.0,7,0.07142857142857142,0.10526315789473684,0.03383458646616541,0.95919885,PRICE_OUTLIER
Kenyon Sadiq,NYJ,GB,2026-09-20,fanatics,600,467.5,8,0.14285714285714285,0.1762114537444934,0.03335431088735055,2.2233642500000004,OK
Samaje Perine,CIN,HOU,2026-09-20,fanatics,750,562.5,8,0.11764705882352941,0.1509433962264151,0.03329633740288568,1.68743255,PRICE_OUTLIER
Rome Odunze,CHI,MIN,2026-09-20,fanatics,230,197.5,8,0.30303030303030304,0.3361344537815126,0.03310415075120954,1.6860952166666665,OK
Dallas Goedert,PHI,TEN,2026-09-20,betrivers,245,210.0,7,0.2898550724637681,0.3225806451612903,0.03272557269752219,0.95919885,OK
Carnell Tate,TEN,PHI,2026-09-20,fanatics,400,330.0,7,0.2,0.23255813953488372,0.03255813953488371,0.95919885,OK
Tee Higgins,CIN,HOU,2026-09-20,fanatics,190,165.0,8,0.3448275862068966,0.37735849056603776,0.03253090435914119,1.68743255,OK
Evan Engram,DEN,JAX,2026-09-20,fanatics,420,345.0,8,0.1923076923076923,0.2247191011235955,0.03241140881590321,1.7442738,OK
Tre Harris,LAC,LV,2026-09-20,betrivers,260,222.5,8,0.2777777777777778,0.31007751937984496,0.03229974160206717,2.2622729,OK
Jayden Reed,GB,NYJ,2026-09-20,fanatics,300,254.99999999999997,8,0.25,0.28169014084507044,0.031690140845070436,2.2233642500000004,OK
Kayshon Boutte,HOU,CIN,2026-09-20,fanatics,300,254.99999999999997,8,0.25,0.28169014084507044,0.031690140845070436,1.68743255,OK
TreVeyon Henderson,NE,PIT,2026-09-20,fanatics,300,254.99999999999997,8,0.25,0.28169014084507044,0.031690140845070436,1.0581373,OK
Ray Davis,BUF,DET,2026-09-17,betrivers,480,390.00000000000006,8,0.1724137931034483,0.2040816326530612,0.031667839549612914,2.248649383333333,OK
Rashee Rice,KC,IND,2026-09-20,betmgm,155,136.00000000000003,8,0.3921568627450981,0.42372881355932196,0.03157195081422387,3.2686915,OK
Jalen Nailor,LV,LAC,2026-09-20,fanatics,525,422.49999999999994,8,0.16,0.19138755980861244,0.031387559808612436,2.2622729,OK
DeVonta Smith,PHI,TEN,2026-09-20,fanatics,225,195.00000000000003,7,0.3076923076923077,0.3389830508474576,0.0312907431551499,0.95919885,OK
Jadarian Price,SEA,ARI,2026-09-20,fanatics,160,140.50000000000003,8,0.3846153846153846,0.41580041580041577,0.031185031185031187,2.24694255,OK
Drake Maye,NE,PIT,2026-09-20,betrivers,255,220.00000000000003,8,0.28169014084507044,0.3125,0.030809859154929564,1.0581373,OK
Dalton Kincaid,BUF,DET,2026-09-17,betrivers,195,170.5,8,0.3389830508474576,0.36968576709796674,0.030702716250509132,2.248649383333333,OK
Ja'Marr Chase,CIN,HOU,2026-09-20,betmgm,130,114.99999999999999,8,0.4347826086956522,0.46511627906976744,0.030333670374115218,1.68743255,OK
Terry McLaurin,WAS,DAL,2026-09-20,fanatics,230,200.0,8,0.30303030303030304,0.3333333333333333,0.030303030303030276,3.2652496166666665,OK
Kalif Raymond,CHI,MIN,2026-09-20,fanatics,310,265.0,8,0.24390243902439027,0.273972602739726,0.030070163715335746,1.6860952166666665,OK
Harold Fannin Jr.,CLE,TB,2026-09-20,fanatics,420,350.0,8,0.1923076923076923,0.2222222222222222,0.02991452991452992,1.5720328333333333,OK
Marvin Harrison Jr.,ARI,SEA,2026-09-20,fanatics,420,350.0,8,0.1923076923076923,0.2222222222222222,0.02991452991452992,2.24694255,OK
Trevor Lawrence,JAX,DEN,2026-09-20,fanatics,420,350.0,8,0.1923076923076923,0.2222222222222222,0.02991452991452992,1.7442738,OK
Eli Raridon,NE,PIT,2026-09-20,betrivers,950,700.0,8,0.09523809523809523,0.125,0.029761904761904767,1.0581373,PRICE_OUTLIER
Kimani Vidal,LAC,LV,2026-09-20,draftkings,950,700.0,7,0.09523809523809523,0.125,0.029761904761904767,2.2622729,PRICE_OUTLIER
AJ Barner,SEA,ARI,2026-09-20,fanatics,360,305.0,8,0.2173913043478261,0.2469135802469136,0.029522275899087486,2.24694255,OK
Mark Redman,GB,NYJ,2026-09-20,betrivers,2000,1200.0,7,0.047619047619047616,0.07692307692307693,0.02930402930402931,2.2233642500000004,PRICE_OUTLIER
Nikko Remigio,KC,IND,2026-09-20,betmgm,2000,1200.0,8,0.047619047619047616,0.07692307692307693,0.02930402930402931,3.2686915,PRICE_OUTLIER
Hunter Henry,NE,PIT,2026-09-20,betrivers,250,217.49999999999997,8,0.2857142857142857,0.31496062992125984,0.02924634420697414,1.0581373,OK
Brock Purdy,SF,MIA,2026-09-20,betrivers,340,290.0,8,0.22727272727272727,0.25641025641025644,0.029137529137529178,2.9501660000000003,OK
Rico Dowdle,PIT,NE,2026-09-20,fanatics,200,175.99999999999997,8,0.3333333333333333,0.3623188405797102,0.028985507246376885,1.0581373,OK
Tank Bigsby,PHI,TEN,2026-09-20,fanatics,700,550.0,7,0.125,0.15384615384615385,0.028846153846153855,0.95919885,OK
Charlie Kolar,LAC,LV,2026-09-20,betmgm,625,500.0,8,0.13793103448275862,0.16666666666666666,0.02873563218390804,2.2622729,OK
Amon-Ra St. Brown,DET,BUF,2026-09-17,betmgm,115,102.49999999999999,8,0.46511627906976744,0.4938271604938272,0.028710881424059753,2.248649383333333,OK
Bo Melton,GB,NYJ,2026-09-20,betrivers,1300,900.0,8,0.07142857142857142,0.1,0.02857142857142858,2.2233642500000004,PRICE_OUTLIER
Malik Benson,LV,LAC,2026-09-20,betrivers,1300,900.0,7,0.07142857142857142,0.1,0.02857142857142858,2.2622729,PRICE_OUTLIER
Woody Marks,HOU,CIN,2026-09-20,betmgm,240,210.0,8,0.29411764705882354,0.3225806451612903,0.028462998102466774,1.68743255,OK
Jahdae Walker,CHI,MIN,2026-09-20,betrivers,1500,1000.0,8,0.0625,0.09090909090909091,0.02840909090909091,1.6860952166666665,PRICE_OUTLIER
Mike Gesicki,CIN,HOU,2026-09-20,fanatics,370,315.00000000000006,8,0.2127659574468085,0.24096385542168672,0.028197897974878205,1.68743255,OK
George Pickens,DAL,WAS,2026-09-20,betrivers,143,127.49999999999999,8,0.41152263374485604,0.43956043956043955,0.028037805815583516,3.2652496166666665,OK
Breece Hall,NYJ,GB,2026-09-20,fanatics,-105,-117.49787234042553,8,0.5121951219512195,0.5402253873845673,0.028030265433347745,2.2233642500000004,OK
Jonathon Brooks,CAR,ATL,2026-09-20,fanatics,360,307.49999999999994,8,0.2173913043478261,0.24539877300613502,0.028007468658308915,1.9671282166666666,OK
Isaac TeSlaa,DET,BUF,2026-09-17,fanatics,550,450.0,8,0.15384615384615385,0.18181818181818182,0.02797202797202797,2.248649383333333,OK
Tyler Shough,NO,BAL,2026-09-20,fanatics,550,450.0,8,0.15384615384615385,0.18181818181818182,0.02797202797202797,0.8682415833333333,OK
Brian Thomas Jr,JAX,DEN,2026-09-20,fanatics,325,280.0,8,0.23529411764705882,0.2631578947368421,0.02786377708978327,1.7442738,OK
Malik Willis,MIA,SF,2026-09-20,fanatics,325,280.0,8,0.23529411764705882,0.2631578947368421,0.02786377708978327,2.9501660000000003,OK
Romeo Doubs,NE,PIT,2026-09-20,fanatics,325,280.0,8,0.23529411764705882,0.2631578947368421,0.02786377708978327,1.0581373,OK
Justin Herbert,LAC,LV,2026-09-20,fanatics,525,432.5,8,0.16,0.18779342723004694,0.027793427230046935,2.2622729,OK
Jordan Addison,MIN,CHI,2026-09-20,fanatics,300,260.0,8,0.25,0.2777777777777778,0.02777777777777779,1.6860952166666665,OK
Adam Trautman,DEN,JAX,2026-09-20,betmgm,1100,800.0,8,0.08333333333333333,0.1111111111111111,0.027777777777777776,1.7442738,PRICE_OUTLIER
DJ Giddens,IND,KC,2026-09-20,fanatics,1700,1100.0,7,0.05555555555555555,0.08333333333333333,0.027777777777777776,3.2686915,PRICE_OUTLIER
Jaxon Smith-Njigba,SEA,ARI,2026-09-20,fanatics,145,129.5,8,0.4081632653061224,0.4357298474945534,0.027566582188431,2.24694255,OK
Braelon Allen,NYJ,GB,2026-09-20,fanatics,340,292.5,8,0.22727272727272727,0.25477707006369427,0.027504342790967,2.2233642500000004,OK
Emeka Egbuka,TB,CLE,2026-09-20,betrivers,180,160.0,8,0.35714285714285715,0.3846153846153846,0.02747252747252743,1.5720328333333333,OK
Noah Gray,KC,IND,2026-09-20,fanatics,900,687.5,8,0.1,0.12698412698412698,0.02698412698412697,3.2686915,PRICE_OUTLIER
Rashid Shaheed,SEA,ARI,2026-09-20,fanatics,380,325.0,8,0.20833333333333334,0.23529411764705882,0.026960784313725478,2.24694255,OK
Jeremy Ruckert,NYJ,GB,2026-09-20,betrivers,1900,1200.0,8,0.05,0.07692307692307693,0.026923076923076925,2.2233642500000004,PRICE_OUTLIER
Christian McCaffrey,SF,MIA,2026-09-20,betmgm,-220,-250.00000000000006,8,0.6875,0.7142857142857143,0.0267857142857143,2.9501660000000003,OK
Dalton Schultz,HOU,CIN,2026-09-20,betrivers,250,220.00000000000003,8,0.2857142857142857,0.3125,0.0267857142857143,1.68743255,OK
Darnell Washington,PIT,NE,2026-09-20,fanatics,1000,750.0,8,0.09090909090909091,0.11764705882352941,0.0267379679144385,1.0581373,PRICE_OUTLIER
Mason Taylor,NYJ,GB,2026-09-20,betrivers,600,490.00000000000006,8,0.14285714285714285,0.1694915254237288,0.026634382566585957,2.2233642500000004,OK
Kirk Cousins,LV,LAC,2026-09-20,fanatics,3000,1600.0,8,0.03225806451612903,0.058823529411764705,0.026565464895635674,2.2622729,PRICE_OUTLIER
Dontayvion Wicks,PHI,TEN,2026-09-20,fanatics,360,309.99999999999994,7,0.2173913043478261,0.24390243902439027,0.026511134676564158,0.95919885,OK
Michael Mayer,LV,LAC,2026-09-20,fanatics,310,270.0,8,0.24390243902439027,0.27027027027027023,0.026367831245879964,2.2622729,OK
Chase Brown,CIN,HOU,2026-09-20,fanatics,115,103.50000000000001,8,0.46511627906976744,0.49140049140049136,0.02628421233072392,1.68743255,OK
Jaylen Warren,PIT,NE,2026-09-20,betmgm,175,156.5,8,0.36363636363636365,0.38986354775828463,0.026227184121920988,1.0581373,OK
Brenton Strange,JAX,DEN,2026-09-20,fanatics,325,282.5,8,0.23529411764705882,0.26143790849673204,0.02614379084967322,1.7442738,OK
Antonio Williams,WAS,DAL,2026-09-20,fanatics,475,400.0,8,0.17391304347826086,0.2,0.026086956521739146,3.2652496166666665,OK
Jauan Jennings,MIN,CHI,2026-09-20,fanatics,475,400.0,8,0.17391304347826086,0.2,0.026086956521739146,1.6860952166666665,OK
Oronde Gadsden II,LAC,LV,2026-09-20,bovada,600,492.5,8,0.14285714285714285,0.16877637130801687,0.02591922845087402,2.2622729,OK
Jayden Daniels,WAS,DAL,2026-09-20,fanatics,240,212.5,8,0.29411764705882354,0.32,0.025882352941176467,3.2652496166666665,OK
Ashton Jeanty,LV,LAC,2026-09-20,fanatics,-105,-116.48068669527898,8,0.5121951219512195,0.5380650277557494,0.025869905804529858,2.2622729,OK
Kyle Williams,NE,PIT,2026-09-20,fanatics,1200,875.0,8,0.07692307692307693,0.10256410256410256,0.025641025641025633,1.0581373,PRICE_OUTLIER
Rachaad White,WAS,DAL,2026-09-20,fanatics,225,200.0,8,0.3076923076923077,0.3333333333333333,0.025641025641025605,3.2652496166666665,OK
Chris Brooks,GB,NYJ,2026-09-20,fanatics,190,170.00000000000003,8,0.3448275862068966,0.37037037037037035,0.025542784163473775,2.2233642500000004,OK
Mike Evans,SF,MIA,2026-09-20,betmgm,150,135.0,8,0.4,0.425531914893617,0.025531914893617003,2.9501660000000003,OK
Quinshon Judkins,CLE,TB,2026-09-20,betmgm,150,135.0,8,0.4,0.425531914893617,0.025531914893617003,1.5720328333333333,OK
Foster Moreau,HOU,CIN,2026-09-20,betrivers,1150,850.0,8,0.08,0.10526315789473684,0.025263157894736835,1.68743255,PRICE_OUTLIER
