game,player_id,position,team,season,anytime_td,p_hierarchical_oof,p_pooled_logistic_oof_raw,p_position_logistic_oof_raw,p_lightgbm_conservative_oof_raw,component_fit_max_season
2023_02_CHI_TB,00-0038821,WR,TB,2023,0,0.027120256351726546,0.05114822786633443,0.030845218566659737,0.04682445790600447,2022
2023_02_CHI_TB,00-0038951,RB,TB,2023,0,0.16261862650537295,0.10071357533500876,0.04711219183651012,0.09065720011962139,2022
2023_02_CHI_TB,00-0039052,WR,TB,2023,0,0.14077463125277767,0.07505642075975993,0.06806909511573654,0.11177957284311082,2022
2023_02_CLE_PIT,00-0030068,WR,CLE,2023,0,0.0864858455506834,0.03914962858398022,0.05596758009274082,0.09337048306448228,2022
2023_02_CLE_PIT,00-0031544,WR,CLE,2023,0,0.24763583424200286,0.13005275016029338,0.17737269940571987,0.17184728809129657,2022
2023_02_CLE_PIT,00-0033537,QB,CLE,2023,0,0.13911915520533447,0.11547105922531446,0.14329730508315536,0.11960960660181856,2022
2023_02_CLE_PIT,00-0033885,TE,CLE,2023,0,0.14985543138785362,0.11017220932563579,0.13060246508442538,0.12733017676226588,2022
2023_02_CLE_PIT,00-0034364,TE,CLE,2023,0,0.051742444601420745,0.055507698695084304,0.058846537130398766,0.046192062208787014,2022
2023_02_CLE_PIT,00-0034791,RB,CLE,2023,0,0.35519326470775425,0.33088846327028293,0.23914679854800194,0.3097407795941836,2022
2023_02_CLE_PIT,00-0036232,TE,CLE,2023,0,0.12390016874249632,0.09807964585928144,0.08846230232787598,0.07432890885691143,2022
2023_02_CLE_PIT,00-0036233,WR,CLE,2023,0,0.12771946986504001,0.13986298713345185,0.1340258065065953,0.07961040465505577,2022
2023_02_CLE_PIT,00-0036980,WR,CLE,2023,0,0.26282506154263097,0.147617846323325,0.15789970373541873,0.16643801833605046,2022
2023_02_CLE_PIT,00-0037257,WR,CLE,2023,0,0.0410928018438651,0.04069491258928889,0.037936173313475166,0.044752348288642864,2022
2023_02_CLE_PIT,00-0037267,RB,CLE,2023,1,0.22138043798060558,0.19563660850268766,0.17313068095022974,0.21527108199352712,2022
2023_02_CLE_PIT,00-0031428,WR,PIT,2023,0,0.20160105724776878,0.2054943094417782,0.20028333505578205,0.14841924348480368,2022
2023_02_CLE_PIT,00-0035216,WR,PIT,2023,0,0.15194719256482048,0.1002577114377496,0.11002550108134632,0.1433683216907258,2022
2023_02_CLE_PIT,00-0036336,RB,PIT,2023,0,0.0472589320640584,0.03913980269789826,0.04297401560799292,0.07391751500281424,2022
2023_02_CLE_PIT,00-0036893,RB,PIT,2023,0,0.36276605148659347,0.30453266587664896,0.46145940402373287,0.2474845269142725,2022
2023_02_CLE_PIT,00-0036894,TE,PIT,2023,0,0.15525744231770222,0.11982967120710965,0.06950087309403193,0.1202019212257622,2022
2023_02_CLE_PIT,00-0037228,RB,PIT,2023,0,0.28464697677104167,0.1854671988629945,0.18157282010069686,0.16499539002915317,2022
2023_02_CLE_PIT,00-0037247,WR,PIT,2023,1,0.19369573714969845,0.2136091322583967,0.1882251421004042,0.18453856404243596,2022
2023_02_CLE_PIT,00-0037837,WR,PIT,2023,0,0.1484279708184344,0.13537470882886204,0.11146678923373811,0.15728657913775507,2022
