event_id,player,sportsbook,price,quote_time,captured_at
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,draftkings,700,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,draftkings,750,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,draftkings,800,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,draftkings,1000,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,draftkings,1100,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,draftkings,1100,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,draftkings,1100,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,draftkings,1300,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,draftkings,1500,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,draftkings,1900,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,draftkings,2000,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,draftkings,2200,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,draftkings,3000,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,draftkings,3500,2026-09-14T17:16:16+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,williamhill_us,-125,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,williamhill_us,156,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,williamhill_us,173,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,williamhill_us,192,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,williamhill_us,205,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,williamhill_us,240,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,williamhill_us,285,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,williamhill_us,300,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,williamhill_us,390,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,williamhill_us,450,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,williamhill_us,525,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,williamhill_us,525,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,williamhill_us,550,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Justin Fields,williamhill_us,550,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,williamhill_us,650,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,williamhill_us,700,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,williamhill_us,700,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,williamhill_us,800,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,williamhill_us,850,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,williamhill_us,900,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,williamhill_us,1000,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,williamhill_us,1000,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,williamhill_us,1200,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,williamhill_us,1300,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,williamhill_us,1800,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,williamhill_us,1900,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,williamhill_us,2000,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,williamhill_us,2000,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,williamhill_us,2500,2026-09-14T17:17:04+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,No Scorer,fanatics,4000,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,fanatics,200,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,fanatics,900,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,fanatics,475,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,fanatics,165,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,fanatics,340,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,fanatics,900,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kansas City Chiefs D/ST,fanatics,475,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,fanatics,265,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,fanatics,525,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,fanatics,180,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,fanatics,800,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,fanatics,700,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,fanatics,1200,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,fanatics,310,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,fanatics,420,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Denver Broncos D/ST,fanatics,525,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,fanatics,750,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,fanatics,3000,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,fanatics,1000,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,fanatics,575,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,fanatics,-110,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,fanatics,220,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,fanatics,600,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,fanatics,900,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,fanatics,1000,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,fanatics,2200,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,fanatics,2200,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,fanatics,3000,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,fanatics,1300,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,fanatics,1900,2026-09-14T17:16:55+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,fanduel,-110,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,fanduel,155,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,fanduel,180,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,fanduel,200,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,fanduel,210,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,fanduel,240,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,fanduel,300,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,fanduel,340,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,fanduel,410,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,fanduel,480,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,fanduel,550,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,fanduel,600,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,fanduel,600,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,fanduel,700,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Denver Broncos Defense,fanduel,700,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,fanduel,700,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,fanduel,750,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,fanduel,750,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyler Badie,fanduel,750,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,fanduel,750,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,fanduel,800,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kansas City Chiefs Defense,fanduel,850,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,fanduel,1000,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,fanduel,1100,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,fanduel,1200,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,fanduel,1200,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,fanduel,1800,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,fanduel,1800,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,fanduel,1900,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,fanduel,1900,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,fanduel,2000,2026-09-14T17:17:13+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,betonlineag,270,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,betonlineag,150,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,betonlineag,650,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,betonlineag,500,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,betonlineag,550,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,betonlineag,230,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,betonlineag,1100,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,betonlineag,200,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,betonlineag,1000,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,betonlineag,350,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,betonlineag,-125,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,betonlineag,550,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,betonlineag,290,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,betonlineag,160,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,betonlineag,900,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,betonlineag,190,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,betonlineag,450,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,betonlineag,550,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,betonlineag,750,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,betonlineag,750,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,betonlineag,800,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,betonlineag,1900,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,betonlineag,1100,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,betonlineag,1700,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,betonlineag,1900,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,betonlineag,1700,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,betonlineag,1900,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,betonlineag,750,2026-09-14T17:16:06+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kansas City Chiefs D/ST,betmgm,525,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Noah Gray,betmgm,700,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,betmgm,450,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jake Briningstool,betmgm,2200,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,betmgm,500,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Denver Broncos D/ST,betmgm,525,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Travis Kelce,betmgm,210,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,betmgm,-125,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Xavier Worthy,betmgm,250,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Rashee Rice,betmgm,145,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Tyquan Thornton,betmgm,425,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Cyrus Allen,betmgm,850,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Bo Nix,betmgm,425,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,J.K. Dobbins,betmgm,150,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,RJ Harvey,betmgm,240,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Adam Trautman,betmgm,950,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Pat Bryant,betmgm,400,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Evan Engram,betmgm,425,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Courtland Sutton,betmgm,250,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,betmgm,175,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Troy Franklin,betmgm,1300,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Marvin Mims Jr.,betmgm,625,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Brashard Smith,betmgm,950,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,betmgm,625,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nate Adkins,betmgm,2200,2026-09-14T17:15:58+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jaylen Waddle,bovada,195,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Kenneth Walker III,bovada,-125,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Emmett Johnson,bovada,525,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Patrick Mahomes,bovada,700,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Lil'Jordan Humphrey,bovada,1500,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jalen Royals,bovada,1300,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jonah Coleman,bovada,725,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Jared Wiley,bovada,2000,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Dallen Bentley,bovada,2800,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
5ad8135dc2b5f27de0b777acd317855a,Nikko Remigio,bovada,3300,2026-09-14T17:17:10+00:00,2026-09-14T17:17:18.853929+00:00
